song,artist,youtube_id,AI_Keywords
帶我走,楊丞琳,GRBM5U5MryY,"半熟宣言, Not Yet, 2008, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, 鋼琴主導, Piano, 弦樂編制, Strings, 流行天后, Mandopop Diva, 情感共鳴, Emotional, 戲劇主題曲, Drama OST, 浪漫, Romantic, 婚禮, Wedding, 約會, Dating, 療癒, Healing, 經典, Classic, 刻在心底的名字, 帶我走 我願意承受"
無名之輩,陳雪燃,VzNo6ccgo4c,"無名之輩, The Nameless, 2019, 2010年代, 2010s, 中國, 華語流行, Mandopop, 流行搖滾, Pop Rock, 影視原聲帶, OST, 激昂唱腔, Powerful Vocals, 敘事性, Narrative, 電吉他, Electric Guitar, 鼓組, Drums, 弦樂編制, Orchestral Strings, 勵志, Inspirational, 奮鬥, Struggle, 史詩感, Epic, 熱血, Passionate, 影視配樂, Cinematic, 頑強抵抗現實的無奈, 無名之輩我是誰誰又來為你慶功"
年輪,張碧晨,7vzTF7RPfhs,"花千骨電視原聲帶, The Journey of Flower Original Soundtrack, 2015, 2010年代, 2010s, 中國, 華語流行, Mandopop, 流行抒情, Pop Ballad, 影視原聲帶, Soundtrack, 渾厚嗓音, Powerful Vocals, 情感爆發, Emotional Intensity, 鋼琴伴奏, Piano, 弦樂編制, String Orchestra, 敘事風格, Narrative, 抒情, Lyrical, 療癒, Healing, 經典, Classic, 圓圈勾勒成指尖的年輪, 塵世緣分最怕風吹散"
你就不要想起我,田馥甄,rwFzXmACQCo,"渺小, Insignificance, 2013, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 田氏情歌, Hebe Tien Style, 流行抒情, Pop Ballad, 情感爆發, Powerful Vocals, 氣聲唱法, Airy Vocals, 鋼琴伴奏, Piano, 弦樂編制, Orchestral Strings, 悲傷, Sadness, 情感宣洩, Catharsis, 療癒系, Healing, 經典, Classic, 聽說你被判出局, 你就不要想起我"
他不懂,張杰,vTu1QiFI6FA,"明天過後, Tomorrow, 2008, 2000年代, 2000s, 中國, 華語流行, Mandopop, 張杰式情歌, Jason Zhang Style, 流行抒情, Pop Ballad, 情感爆發, Emotional Vocals, 強力唱腔, Power Vocals, 鋼琴伴奏, Piano, 弦樂編曲, Strings, 悲傷, Sadness, 療癒, Healing, 情感宣洩, Catharsis, 經典, Classic, 他留給你最溫柔的片刻, 他不懂你的心為何每天變換"
一千年以後,林俊傑,NcHnn25O4CM,"編號89757,编号89757,2005,2000年代,2000s,台灣,Taiwan,華語流行,Mandopop,林俊傑式情歌,JJ Lin Style,流行抒情,Pop Ballad,R&B,電子流行,Electropop,清澈嗓音,Clean Vocals,假聲技巧,Falsetto,電子合成器,Synthesizer,鋼琴編曲,Piano,浪漫氛圍,Romantic,深情,Sentimental,經典,Classic,婚禮歌單,Wedding,約會,Dating,咖啡廳,Cafe,療癒系,Healing,心跳亂了節奏,當十指都相扣"
失戀無罪,A-Lin,Xwi55fZwJ7c,"失戀無罪, Loving Innocent, 2006, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, A-Lin式情歌, A-Lin Style, 流行抒情, Pop Ballad, 高亢嗓音, Power Vocals, 爆發力, Emotional Intensity, 鋼琴伴奏, Piano, 弦樂編制, String Orchestra, 療癒系, Healing, 經典, Classic, 情感宣洩, Cathartic, 失戀, Heartbreak, 苦情, Melancholic, 獨自寂寞的背影, 我終於試著想通了下雨天"
模特,李榮浩,_h9didgU4PI,"模特, Model, 2013, 2010年代, 2010s, 中國, 華語流行, Mandopop, 李式情歌, Ronghao Li Style, R&B, 流行抒情, Pop Ballad, 靈魂樂, Soul, 磁性嗓音, Husky Vocals, 獨特唱腔, Unique Timbre, 鋼琴伴奏, Piano, 鼓組節奏, Groove, 城市感, Urban, 浪漫氛圍, Romantic, 約會, Dating, 咖啡廳, Cafe, 療癒系, Healing, 經典, Classic, 穿上不合腳的鞋, 我是個模特"
缺口,庾澄慶,R0ZnKLWuYTM,"哈林庾澄慶的音樂奇蹟, Harlem Yu's Musical Miracle, 2014, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, 鋼琴伴奏, Piano, 弦樂編制, String Orchestra, 深情唱腔, Emotive Vocals, 獨特聲線, Signature Voice, 浪漫氛圍, Romantic, 療癒系, Healing, 婚禮歌單, Wedding, 經典, Classic, 這世界所有的缺口, 這世界所有的缺口"
至少還有你,林憶蓮,sIYdIncMrI4,"林憶蓮's, Sandy Lam, 2000, 2000年代, 2000s, 台灣, Taiwan, 華語流行, Mandopop, 林憶蓮式情歌, Sandy Lam Style, 流行抒情, Pop Ballad, 情感渲染, Emotional Vocals, 絲綢嗓音, Silky Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 浪漫氛圍, Romantic, 婚禮歌單, Wedding, 約會, Dating, 療癒, Healing, 經典, Classic, 我怕來不及我要抱著你, 我恨我亦慶幸自己可以抱著你"
忘情水,劉德華,bnlihPUr5D0,"忘情水, The Water of Forgetfulness, 1994, 1990年代, 1990s, 香港, 華語流行, Mandopop, 劉德華式情歌, Andy Lau Style, 流行抒情, Pop Ballad, 抒情搖滾, Pop Rock, 成熟男聲, Mature Vocals, 深情詮釋, Emotional Delivery, 鋼琴伴奏, Piano, 電吉他, Electric Guitar, 經典, Classic, 懷舊, Nostalgic, 悲傷, Sadness, 情感宣洩, Catharsis, 流行金曲, Hit Song, 曾經年少愛追夢, 啊給我一杯忘情水"
李白,李榮浩,J2HmgxBYL80,"模特, Model, 2013, 2010年代, 2010s, 中國, 華語流行, Mandopop, 李榮浩風格, Li Ronghao Style, 節奏藍調, R&B, 流行抒情, Pop Ballad, 靈魂樂, Soul, 菸嗓, Husky Vocals, 獨特唱腔, Distinctive Vocals, 鋼琴, Piano, 電吉他, Electric Guitar, 律動, Groove, 城市都會, Urban, 浪漫, Romantic, 咖啡廳, Cafe, 經典, Classic, 大部分人都還有個夢, 要是能重來我要選李白"
朋友,周華健,Sz2v3ELkbHU,"朋友, Friends, 1997, 1990年代, 1990s, 台灣, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, 周氏情歌, Wakin Chau Style, 實力派唱腔, Power Vocals, 溫暖嗓音, Warm Vocals, 鋼琴伴奏, Piano, 鼓組節奏, Drums, 經典, Classic, 療癒, Healing, 感性, Emotional, 友誼, Friendship, 聚會, Gathering, 畢業季, Graduation, 這些年一個人風也過雨也走, 朋友一生一起走那些日子不再有"
突然好想你,五月天,vPRCGvYlqcE,"後青春期的詩, Poetry of the Day After, 2008, 2000年代, 2000s, 台灣, Taiwan, 華語流行, Mandopop, 五月天式搖滾, Mayday Style, 流行抒情, Pop Ballad, 搖滾抒情, Rock Ballad, 撕裂唱腔, Powerful Vocals, 鋼琴主導, Piano, 電吉他編制, Electric Guitar, 鼓組節奏, Drums, 浪漫氛圍, Romantic, 療癒系, Healing, 經典, Classic, 懷舊, Nostalgic, 情感爆發, Emotional, 傷感, Melancholic, 突然好想你你會在哪裡, 最怕空氣突然安靜"
榕樹下,余天,Ht-HTnRsoek,"榕樹下, Under The Banyan Tree, 1978, 1970年代, 1970s, Taiwan, 華語流行, Mandopop, 余天式唱腔, Yu Tian Style, 流行抒情, Pop Ballad, 溫暖嗓音, Warm Vocals, 情感豐沛, Expressive Vocals, 懷舊編曲, Nostalgic Arrangement, 經典, Classic, 懷舊金曲, Golden Oldies, 療癒, Healing, 情感共鳴, Sentimental, 歲月感, Vintage, 滄桑感, Melancholic, 榕樹下倚著欄杆看那月亮, 榕樹下月亮光亮"
魚仔,盧廣仲,ELIQIw2kK9g,"魚仔, Fish, 2017, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 盧式情歌, Cloud Lu Style, 流行抒情, Pop Ballad, 柔和嗓音, Mellow Vocals, 清澈人聲, Clean Vocals, 鋼琴, Piano, 原聲吉他, Acoustic Guitar, 弦樂編制, String Arrangement, 療癒, Healing, 浪漫, Romantic, 婚禮, Wedding, 約會, Dating, 咖啡廳, Cafe, 經典, Classic, 看魚仔在那游來游去游來游去, 跌落去心內尚深的所在"
那些年,胡夏,h79y6htYiTc,那些年，Those Years，2011，2010年代，2010s，台灣，Taiwan，華語流行，Mandopop，流行抒情，Pop Ballad，抒情曲，Ballad，清澈嗓音，Clean Vocals，鋼琴伴奏，Piano，弦樂編曲，Strings，浪漫氛圍，Romantic，懷舊，Nostalgia，療癒系，Healing，畢業歌曲，Graduation，經典，Classic，又回到最初的起點，那些年錯過的大雨
你不知道的事,王力宏,w7C0uM8VQP0,"十八般武藝, The Music Man, 2010, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 王力宏式情歌, Wang Leehom Style, 流行抒情, Pop Ballad, 鋼琴主導, Piano, 弦樂編制, Strings, 流行唱腔, Clean Vocals, 轉音技巧, Vocal Runs, 情感張力, Emotional, 浪漫氛圍, Romantic, 婚禮歌單, Wedding, 約會, Dating, 經典, Classic, 蝴蝶眨幾次眼睛才學會飛行, 我知道你還是擔心從單人床的空位"
默,那英,Hv5Q9twaShQ,"何以笙簫默 電視劇原聲帶, My Sunshine Original Soundtrack, 2015, 2010年代, 2010s, 中國, 華語流行, Mandopop, 流行抒情, Pop Ballad, 戲劇主題曲, Soundtrack, 那式情歌, Na Ying Style, 磁性嗓音, Raspy Vocals, 情感爆發, Emotional Intensity, 鋼琴伴奏, Piano, 弦樂編制, String Orchestra, 療癒, Healing, 情感共鳴, Sentimental, 經典, Classic, 忍不住化身一條固執的魚, 默是我對你無聲的守候"
讓我留在你身邊,陳奕迅,tFf0suBCz8Y,"擺渡人電影原聲帶, See You Tomorrow Original Soundtrack, 2016, 2010年代, 2010s, Hong Kong, 華語流行, Mandopop, 陳氏情歌, Eason Chan Style, 流行抒情, Pop Ballad, 渾厚嗓音, Deep Vocals, 戲劇張力, Dramatic, 鋼琴伴奏, Piano, 弦樂編曲, Orchestral Strings, 療癒, Healing, 浪漫, Romantic, 經典, Classic, 激勵, Inspirational, 感動, Emotional, 電影配樂, Film Soundtrack, 成長, Growth, 陪伴, Companionship, 最冷的冬天你哪裡避雨, 一個你一個我"
戒菸,李榮浩,oSn521OlPHA,"嗯，哼，嗯，En, 戒菸，烟，2017, 2010年代, 2010s, 中國, 華語流行, Mandopop, 李式情歌, Li Ronghao Style, 流行抒情, Pop Ballad, 靈魂樂, Soul, 厚實嗓音, Rich Vocals, 獨特唱腔, Unique Vocals, 鋼琴, Piano, 鼓組, Drums, 敘事性, Narrative, 深情, Deep Emotional, 療癒, Healing, 情感宣洩, Catharsis, 經典, Classic, 流行榜單, Chart Topper, 嗯，哼，嗯，哼，我知道你大概還是習慣，為了證明我不再介意那些過往"
我曾,隔壁老樊,EqZd-ua5KSg,"我曾, I Once, 2019, 2010年代, 2010s, 中國, 華語流行, Mandopop, 樊式唱腔, Fan Style, 民謠流行, Folk Pop, 抒情搖滾, Pop Rock, 煙嗓, Husky Vocals, 滄桑感, Gritty Vocals, 原聲吉他, Acoustic Guitar, 鋼琴伴奏, Piano, 敘事曲, Narrative Ballad, 情感宣洩, Emotional, 傷感, Melancholy, 懷舊, Nostalgic, 經典, Classic, 我曾懷疑我走在沙漠中, 我曾把完整的鏡子打碎"
等你下課,"周杰倫, 楊瑞代",-IDIevxlfsE,"等你下課, Waiting For You, 2018, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 周氏情歌, Jay Chou Style, 流行抒情, Pop Ballad, 鋼琴伴奏, Piano, 柔和唱腔, Smooth Vocals, 敘事風格, Narrative, 浪漫氛圍, Romantic, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 療癒, Healing, 經典, Classic, 你住的巷子裡我租了一間公寓, 當我開始學會彈琴的時候"
真的傻,徐佳瑩,PK3MglZBI-0,"真的傻, Really Stupid, 2019, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 徐佳瑩式情歌, LaLa Hsu Style, 流行抒情, Pop Ballad, 鋼琴流行, Piano Pop, 戲劇原聲帶, OST, 深情唱腔, Emotional Vocals, 細膩演繹, Expressive Performance, 鋼琴編曲, Piano, 弦樂編制, Strings, 療癒系, Healing, 情感共鳴, Emotional Resonance, 浪漫, Romantic, 孤獨感, Melancholy, 失戀, Heartbreak, 經典, Classic, 你的眼淚會不會太廉價, 我真的傻得可以相信我們還會有以後"
背對背擁抱,林俊傑,lacM1-wuBOQ,"100天, 100 Days, 2009, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 林氏情歌, JJ Lin Style, 流行抒情, Pop Ballad, 鋼琴伴奏, Piano, 弦樂編制, Strings, 假音技巧, Falsetto, 穿透力嗓音, Powerful Vocals, 情感渲染, Emotional, 療癒, Healing, 浪漫, Romantic, 經典, Classic, 流行音樂, Popular Music, 傷感, Melancholic, 關係疏離, Relational Distancing, 我們手牽手一步兩步三步四步望著天, 看著背對背擁抱的我們談情說愛"
就別愛我,李東軒,Bc2i7zP_TRg,"就別愛我, Just Don't Love Me, 2022, 2020年代, 2020s, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, 現代流行, Contemporary Pop, 深情男聲, Emotional Male Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 療癒系, Healing, 傷感, Melancholic, 失戀, Heartbreak, 情感釋放, Catharsis, 情歌, Love Song, 婚禮歌單, Wedding, 經典, Classic, 為什麼要愛我如果最後要走, 就別愛我別再給任何線索"
其實我...,李東軒,CX3IrCeJzsk,"其實我, Actually I, 2017, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, 抒情搖滾, Pop Rock, 鋼琴伴奏, Piano, 弦樂編制, Strings, 豐沛情感, Emotional, 專業人聲, Professional Vocals, 療癒系, Healing, 浪漫, Romantic, 約會, Dating, 婚禮歌單, Wedding, 經典, Classic, 其實我還沒忘記那時候的溫柔, 其實我還沒對你說出口的那句話"
終於等到你,張靚穎,BWSnFJgRyho,"終於等到你, Finally Waited for You, 2013, 2010年代, 2010s, 中國, 華語流行, Mandopop, 張靚穎式情歌, Jane Zhang Style, 流行抒情, Pop Ballad, 大氣抒情, Cinematic Pop, 戲劇張力, Dramatic, 清澈嗓音, Clean Vocals, 情感共鳴, Emotional Resonance, 鋼琴伴奏, Piano, 弦樂編曲, String Arrangement, 婚禮, Wedding, 浪漫, Romantic, 經典, Classic, 情感敘事, Narrative Songwriting, 療癒, Healing, 終於等到你還好我沒放棄, 終於等到你還好我沒放棄"
只是太愛你,張敬軒,WclC7jhSh1Y,"笑忘書, My Story My Song, 2006, 2000年代, 2000s, 香港, 華語流行, Mandopop, 張敬軒式抒情, Hins Cheung Style, 流行抒情, Pop Ballad, 鋼琴獨奏, Solo Piano, 弦樂編制, Strings, 細膩嗓音, Delicate Vocals, 轉音技巧, Vocal Runs, 情感張力, Emotional Intensity, 傷感, Melancholy, 療癒, Healing, 經典, Classic, 懷舊, Nostalgic, 深夜聆聽, Late Night, 如果說最後宜家係無奈, 原來我只是太愛你"
安靜,周杰倫,e3n1KMELPyE,"范特西, Fantasy, 2001, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 周氏情歌, Jay Chou Style, 流行抒情, Pop Ballad, R&B, 鋼琴伴奏, Piano, 弦樂編制, Strings, 流行鋼琴, Pop Piano, 清澈嗓音, Clean Vocals, 悲傷情感, Melancholic, 失戀, Heartbreak, 情感釋放, Emotional, 經典, Classic, 懷舊, Nostalgic, 咖啡廳, Cafe, 獨處, Solitude, 只剩下鋼琴陪我彈了一天, 我會學著放棄你是因為我太愛你"
觀眾,楊丞琳,,"年輪說, Traces of Time in Love, 2016, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 楊式情歌, Rainie Yang Style, 流行抒情, Pop Ballad, 鋼琴, Piano, 弦樂, Strings, 流行鋼琴, Pop Piano, 抒情搖滾, Pop Rock, 敘事性唱腔, Narrative Vocals, 感染力, Emotional Power, 療癒, Healing, 浪漫, Romantic, 經典, Classic, 懷舊, Nostalgic, 心情抒發, Mood, 情歌精選, Essential Ballads, 城市情歌, Urban Pop, 看著時間在年輪畫圈, 其實我 很少想起我"
對你愛不完,郭富城,IIxWKLnaOkc,"對你愛不完, Loving You Never End, 1990, 1990年代, 1990s, 香港, 華語流行, Mandopop, 郭氏舞曲, Aaron Kwok Style, 舞曲流行, Dance Pop, 動感節奏, Energetic, 力量感人聲, Powerful Vocals, 合成器音效, Synthesizer, 電子鼓點, Electronic Drums, 節奏組, Groove, 派對音樂, Party, 舞廳, Club, 經典舞曲, Iconic Dance, 舞台演出, Stage Performance, 經典, Classic, 對你愛不完對你愛不完, 對你愛不完對你愛不完"
讓我一次愛個夠,庾澄慶,,"讓我一次愛個夠, Loving You Once Is Enough, 1989, 1980年代, 1980s, 台灣, Taiwan, 華語流行, Mandopop, 庾氏搖滾, Harlem Yu Style, 流行搖滾, Pop Rock, 力量型唱腔, Powerful Vocals, 粗獷嗓音, Raspy Vocals, 電吉他, Electric Guitar, 鼓組節奏, Drums, 節奏律動, Groove, 經典華語, Classic Mandopop, 懷舊金曲, Retro Hits, 抒情搖滾, Power Ballad, 情感爆發, Emotional Intensity, 演唱會熱門, Stadium Rock, 讓我一次愛個夠給你我所有, 讓我一次愛個夠給你我所有"
不讓我的眼淚陪我過夜,齊秦,,"絲路, Silk Road, 1996, 1990年代, 1990s, Taiwan, 華語流行, Mandopop, 齊式情歌, Chyi Chin Style, 流行抒情, Pop Ballad, 情感爆發, Powerful Vocals, 滄桑嗓音, Raspy Vocals, 鋼琴伴奏, Piano, 原聲吉他, Acoustic Guitar, 弦樂編制, Strings, 懷舊, Nostalgic, 經典, Classic, 傷感, Melancholy, 情感共鳴, Emotional, 深刻, Intense, 療癒, Healing, 你的溫柔是我今生最大的守候, 不讓我的眼淚陪我過夜"
能不能留住你,余天,Dby7A4pzxcw,"余天精選輯, Yu Tian Greatest Hits, 1978, 1970年代, 1970s, Taiwan, 華語流行, Mandopop, 懷舊金曲, Nostalgic Pop, 抒情搖滾, Pop Rock, 渾厚嗓音, Powerful Vocals, 經典男聲, Classic Male Vocal, 弦樂編制, String Arrangement, 管樂編曲, Brass Section, 懷舊, Vintage, 浪漫, Romantic, 經典, Classic, 情感共鳴, Emotional, 舊時光, Golden Era, 懷念, Nostalgia, 能不能留住你, 能不能留住你這份情義"
依然愛你,王力宏,Z_F95Az5S_A,"火力全開, Open Fire, 2011, 2010年代, 2010s, 台灣, 華語流行, Mandopop, 王式情歌, Wang Leehom Style, 流行抒情, Pop Ballad, R&B, 鋼琴伴奏, Piano, 流行鼓組, Pop Drums, 清亮嗓音, Clean Vocals, 情感渲染, Emotional, 浪漫, Romantic, 婚禮, Wedding, 約會, Dating, 經典, Classic, 療癒, Healing, 依然愛你, 一個簡單的動作證明我對你的愛"
月亮代表我的心,鄧麗君,O48UIvWd8ZQ,"島國之情歌第二集：今夜想起你, Love Songs of Teresa Teng II, 1977, 1970年代, 1970s, 台灣, 華語流行, Mandopop, 鄧氏唱腔, Teresa Teng Style, 傳統流行, Traditional Pop, 流行抒情, Pop Ballad, 溫潤嗓音, Warm Vocals, 顫音技巧, Vibrato, 弦樂伴奏, Strings, 鋼琴, Piano, 經典, Classic, 懷舊, Nostalgic, 浪漫, Romantic, 婚禮, Wedding, 約會, Dating, 療癒, Healing, 你問我愛你有多深, 你去想一想"
戀曲1990,羅大佑,iviA2l7Z9s0,"愛人同志, Lover Comrade, 1989, 1980年代, 1980s, 台灣, Taiwan, 華語流行, Mandopop, 羅氏情歌, Lo Ta-yu Style, 流行抒情, Pop Ballad, 粗獷嗓音, Raspy Vocals, 鋼琴伴奏, Piano, 薩克斯風, Saxophone, 爵士元素, Jazz Influenced, 經典, Classic, 懷舊, Nostalgic, 感傷, Sentimental, 都會情懷, Urban Vibe, 烏溜溜的黑眼髮刷著睫毛是你每天年輕的秘密, 烏溜溜的黑眼髮刷著睫毛是你每天年輕的秘密"
Kiss Goodbye,王力宏,,"蓋世英雄, Heroes of Earth, 2005, 2000年代, 2000s, 台灣, 華語流行, Mandopop, 王氏情歌, Wang Leehom Style, 流行抒情, Pop Ballad, 鋼琴, Piano, 弦樂, Strings, 強力人聲, Powerful Vocals, 情感渲染, Emotional, 傷感, Melancholy, 療癒, Healing, 經典, Classic, 愛情, Romance, 懷舊, Nostalgia, 畢業季, Graduation, 婚禮, Wedding, 準備好這場仗, 終於還是走到這一天"
九月九的酒,余天,UwwB2B9NRvQ,"酒醉的探戈, Drunken Tango, 1995, 1990年代, 1990s, 台灣, Taiwan, 華語流行, Mandopop, 余式情歌, Yu Tian Style, 流行抒情, Pop Ballad, 傳統流行, Traditional Pop, 滄桑嗓音, Husky Vocals, 深情演唱, Soulful Singing, 電子琴, Keyboard, 合成器, Synthesizer, 懷舊, Nostalgic, 經典, Classic, 傷感, Melancholy, 情感共鳴, Emotional Resonance, 離別, Parting, 九月九的酒釀出濃濃的愁, 九月九的酒九月九的酒"
又是黃昏,余天,,"余天精選集, Yu Tian Greatest Hits, 1978, 1970年代, 1970s, 台灣, Taiwan, 華語流行, Mandopop, 懷舊經典, Classic Pop, 傳統流行, Traditional Pop, 演歌唱腔, Enka Style, 渾厚嗓音, Powerful Vocals, 情感演繹, Emotional Delivery, 管弦編曲, Orchestral Arrangement, 銅管樂器, Brass, 懷舊, Nostalgic, 經典, Classic, 晚宴, Banquet, 又是黃昏, 又是黃昏那落日又沈下"
淚的小雨,青山,,"青山精選集, Aoyama Greatest Hits, 1968, 1960年代, 1960s, 台灣, Taiwan, 華語流行, Mandopop, 懷舊老歌, Retro, 抒情歌謠, Pop Ballad, 男中音, Baritone, 情感渲染, Emotional, 銅管樂, Brass, 弦樂編制, String Orchestra, 復古流行, Vintage Pop, 經典, Classic, 懷舊, Nostalgic, 悲傷氛圍, Melancholic, 戲劇性, Dramatic, 深情演唱, Sentimental, 淚水浸濕了我的衣角, 分手在雨夜裡"
I Need To Be Loved,李東軒,JrPiV8AI01c,"I Need To Be Loved, I Need To Be Loved, 2023, 2020年代, 2020s, Taiwan, 華語流行, Mandopop, 李東軒風格, Austin Lee Style, 流行抒情, Pop Ballad, 現代流行, Contemporary Pop, 清澈嗓音, Clean Vocals, 情感共鳴, Emotive Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 浪漫氛圍, Romantic, 婚禮歌單, Wedding, 約會, Dating, 療癒系, Healing, 抒情經典, Classic Ballad, 當深愛的人在耳邊說, 我想我需要被愛"
那個誰,李東軒,JTrUUgkF0Bc,"那個誰, That Who, 2018, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 李東軒風格, Austin Li Style, 流行抒情, Pop Ballad, 男歌手, Male Vocals, 醇厚嗓音, Deep Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 流行音樂, Contemporary Pop, 浪漫氛圍, Romantic, 療癒系, Healing, 告白, Confession, 情感刻畫, Emotional, 經典, Classic, 那個誰你現在還好嗎, 謝謝你陪我走過那一段時光"
借,毛不易,6hxAM4s0FVk,"平凡的一天, A Ordinary Day, 2018, 2010年代, 2010s, 中國, 華語流行, Mandopop, 毛不易式抒情, Mao Buyi Style, 流行抒情, Pop Ballad, 敘事性唱腔, Narrative Vocals, 醇厚嗓音, Mellow Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 療癒, Healing, 沉思, Contemplative, 經典, Classic, 借一盞午夜街頭昏黃燈光, 借一縷詩意與悲喜。"
你的姑娘,隔壁老樊,vhSBKs6_G90,"你的姑娘, Your Girl, 2019, 2010年代, 2010s, 中國, 華語流行, Mandopop, 民謠流行, Folk Pop, 敘事抒情, Narrative Ballad, 滄桑嗓音, Husky Vocals, 低沈共鳴, Deep Resonant, 木吉他, Acoustic Guitar, 鋼琴, Piano, 城市孤獨, Urban Loneliness, 情感共鳴, Emotional Resonance, 寫實主義, Realism, 療癒, Healing, 懷舊, Nostalgic, 經典, Classic, 我想我那時候還太年輕, 你說你那時候還太年輕"
下雨的夜晚,蘇打綠,a-b9URlbnto,"冬未了, Winter Endless, 2015, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 蘇打綠式情歌, Sodagreen Style, 流行搖滾, Pop Rock, 抒情搖滾, Ballad Rock, 穿透力嗓音, Powerful Vocals, 弦樂編制, Orchestral Arrangement, 鋼琴主導, Piano, 鼓組節奏, Drums, 深刻情感, Emotional, 療癒, Healing, 情感共鳴, Introspective, 經典, Classic, 淒美, Melancholic, 戲劇張力, Dramatic, 即使世界不斷在變, 即使世界不斷在變"
再見,鄧紫棋,7pXNipi0hM8,"新的心跳, Heartbeat, 2015, 2010年代, 2010s, 中國, 華語流行, Mandopop, G.E.M. Style, 流行搖滾, Pop Rock, 流行抒情, Pop Ballad, 強力唱腔, Power Vocals, 爆發力, Belting, 電吉他, Electric Guitar, 鼓組, Drums, 合成器, Synthesizer, 傷感, Melancholy, 情感共鳴, Emotional, 失戀, Heartbreak, 成長, Growth, 經典, Classic, 其實這一個心跳, 我心跳回憶這一個心跳"
愛情密碼,Remina,_k828jTndGU,"愛情密碼, Love Password, 2023, 2020年代, 2020s, 台灣, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, 現代流行, Contemporary Pop, 清澈嗓音, Clean Vocals, 情感渲染, Emotional Vocals, 鋼琴伴奏, Piano, 電子合成器, Synthesizer, 浪漫氛圍, Romantic, 療癒, Healing, 約會, Dating, 經典, Classic, 鎖定愛的密碼開啟那扇心窗, 當我慢慢靠近你心動的頻率"
乾杯,五月天,l5XRddUlInY,"第二人生, Second Round, 2011, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 五月天式搖滾, Mayday Style, 流行搖滾, Pop Rock, 抒情搖滾, Rock Ballad, 穿透力嗓音, Powerful Vocals, 鋼琴主導, Piano, 電吉他, Electric Guitar, 鼓組, Drums, 成長感悟, Growth, 懷舊情感, Nostalgia, 畢業季, Graduation, 畢業歌單, Graduation Song, 青春回憶, Youth, 勵志, Inspirational, 經典, Classic, 會不會有一天時間真的能倒退, 有一天我們都老了該他媽笑話像首歌"
青花瓷,周杰倫,X64RKJlR1hA,"我很忙, On the Run, 2007, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 周氏情歌, Jay Chou Style, 中國風, China Wind, 流行抒情, Pop Ballad, 氣聲唱法, Airy Vocals, 敘事性唱腔, Narrative Vocals, 鋼琴伴奏, Piano, 二胡, Erhu, 弦樂, Strings, 浪漫氛圍, Romantic, 婚禮, Wedding, 約會, Dating, 咖啡廳, Cafe, 療癒, Healing, 經典, Classic, 素胚勾勒出青花筆鋒濃轉淡, 天青色等煙雨而我在等你"
成全,林宥嘉,jcPufqS5gZ8,"電視劇 我可能不會愛你 電視原聲帶, In Time With You Original Soundtrack, 2011, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, 林宥嘉式唱腔, Yoga Lin Style, 鋼琴伴奏, Piano, 弦樂編制, Strings, 豐沛情感, Emotional, 療癒系, Healing, 浪漫, Romantic, 經典, Classic, 失戀情歌, Heartbreak, 婚禮歌單, Wedding, 咖啡廳, Cafe, 我對你付出的青春這麼多年, 我對你付出的青春這麼多年"
還好,梁文音,l_k2aZ_MX5M,"情人 x 知己, Love x Confidant, 2008, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 梁式情歌, Liang Wen-yin Style, 流行抒情, Pop Ballad, 情感渲染, Emotional Vocals, 鋼琴伴奏, Piano, 弦樂編曲, Strings, 療癒系, Healing, 浪漫, Romantic, 經典, Classic, 婚禮, Wedding, 約會, Dating, 咖啡廳, Cafe, 當時我們以為會有以後, 還好我們還有以後"
